id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_log,house_age,renovated,total_sqft
8691410310,20150213T000000,680000,1.0,0.25,1.2321428571428572,-0.2820330549138084,0.5,0.0,0.0,0.0,2.0,3290,0,2005,0,98075,0.11521633446766179,1.2315270935960412,3210,6005,13.429849547739444,-0.6666666666666666,0,9302
7849202296,20150130T000000,339900,0.0,0.25,-0.39285714285714285,-0.5196374622356495,0.5,0.0,0.0,0.0,0.0,1470,0,1999,0,98065,-0.22508507535246564,1.985221674876847,1500,4385,12.736409677721657,-0.5333333333333333,0,6145
8585400135,20141105T000000,585000,1.0,-0.5,-0.13392857142857142,-0.39861382619513064,-0.5,0.0,0.0,1.0,0.0,920,840,1950,0,98115,0.518230432668936,-0.28571428571424573,1680,5184,13.279368835614243,0.5555555555555556,0,7116
8691330260,20141208T000000,820000,1.0,0.5,1.4553571428571428,1.051359516616314,0.5,0.0,0.0,0.0,3.0,3540,0,1998,0,98075,0.10743801652889964,1.2216748768472958,3540,11538,13.617060838751888,-0.5111111111111111,0,17055
5416500980,20140729T000000,419900,1.0,0.25,0.75,-0.32557312955393636,0.5,0.0,0.0,0.0,2.0,2750,0,2005,0,98038,-1.035002430724378,0.9458128078817954,2800,5376,12.947774248188859,-0.6666666666666666,0,8517
1778500595,20150413T000000,683000,2.0,-0.75,-0.16964285714285715,-0.6395948107339613,0.0,0.0,0.0,0.0,0.0,1520,200,1925,0,98112,0.22994652406417038,-0.280788177339908,2280,4000,13.434251602680698,1.1111111111111112,0,5720
1220000367,20140716T000000,320000,0.0,0.25,-0.08035714285714286,-1.0207926070730406,0.5,0.0,0.0,0.0,1.0,1570,250,2008,0,98166,-0.5255226057365104,-0.5714285714285614,1470,6900,12.676079399771027,-0.7333333333333333,0,3675
3630110370,20140624T000000,420000,0.0,0.25,0.20535714285714285,-0.6714057224098099,0.5,0.0,0.0,0.0,1.0,2140,0,2005,0,98029,-0.08896451142442156,1.1576354679802758,2860,3841,12.948012371209098,-0.6666666666666666,0,5961
2490200620,20140811T000000,535000,0.0,-1.25,-0.22321428571428573,-0.44410876132930516,-0.5,0.0,0.0,0.0,0.0,1260,400,1957,0,98136,-0.19494409333982704,-0.7536945812807357,1230,5100,13.190023895035274,0.4,0,6760
1683600240,20150320T000000,234975,0.0,-0.5,-0.23214285714285715,0.08423671583437001,-0.5,0.0,0.0,0.0,0.0,1100,550,1980,0,98092,-1.233349538162381,0.23645320197044886,1280,8073,12.367238660251337,-0.1111111111111111,0,9723
1180002378,20140926T000000,299000,1.0,0.25,0.03571428571428571,-0.8173094011018305,0.5,0.0,0.0,0.0,0.0,1950,0,2002,0,98178,-0.3631502187651916,0.01970443349756074,1170,6000,12.608202196848836,-0.6,0,4950
7518507580,20150502T000000,581000,-1.0,-1.25,-0.6607142857142857,-0.6253776435045317,-0.5,0.0,0.0,1.0,0.0,1170,0,1909,0,98117,0.5153135634419131,-0.7684729064038888,1560,4586,13.272507757002963,1.4666666666666666,0,5250
1441600020,20140527T000000,960000,2.0,1.75,1.6160714285714286,1.3508086013861738,0.5,0.0,0.0,0.0,3.0,3720,0,2005,0,98075,0.11278561011179214,1.0049261083744077,4100,19036,13.774689605110144,-0.6666666666666666,0,18920
5101408599,20140611T000000,465000,1.0,-0.5,-0.39285714285714285,-0.39968011373733786,-0.5,0.0,0.0,0.0,0.0,980,490,1955,0,98125,0.643655809431195,-0.4187192118226232,1970,6138,13.049794835104816,0.4444444444444444,0,6820
3342700371,20140609T000000,539950,0.0,0.0,0.25,-0.07997156566554114,-0.5,0.0,1.0,1.0,1.0,1240,950,1963,0,98056,-0.23383568303356872,0.1280788177340398,3500,7149,13.199233673682526,0.26666666666666666,0,9339
3668000070,20150105T000000,212000,0.0,-0.5,-0.7589285714285714,0.0490492269415319,-0.5,0.0,0.0,1.0,0.0,1060,0,1986,0,98092,-1.4404472532814871,0.3842364532019794,1420,7680,12.264346270624157,-0.24444444444444444,0,8935
8562720390,20140825T000000,1050000,1.0,1.75,2.1517857142857144,0.1972631953083348,0.5,0.0,0.0,0.0,4.0,3190,1130,2006,0,98027,-0.17258142926591608,0.7881773399015196,4010,8321,13.864301674514206,-0.6888888888888889,0,13029
9835801000,20140625T000000,245700,0.0,0.0,-0.24107142857142858,0.14234938688466323,-0.5,0.0,0.0,0.0,1.0,1180,460,1968,0,98032,-0.9679144385026796,-0.2906403940886534,1600,8120,12.411870628505058,0.15555555555555556,0,10040
4213910030,20150401T000000,550000,1.0,0.25,-0.21428571428571427,-0.4412653278834192,0.5,0.0,0.0,0.0,1.0,1670,0,1999,0,98155,0.9445794846864276,-0.49261083743838846,1910,7210,13.217675375388819,-0.5333333333333333,0,6786
7853361120,20140729T000000,530000,0.0,0.25,0.05357142857142857,-0.23173982583970143,0.5,0.0,0.0,0.0,0.0,1970,0,2011,0,98065,-0.27515799708314553,1.7536945812808058,2710,6009,13.180634172318978,-0.8,0,8265
